,freq,fake,reliable,idf_weight,fakeness_score 
dossier,"(80, 283)","(0.5867279210616255, 298.0105479120538)","(0.0, 0.0)",4.12151023029487,-1.0
movement,"(183, 282)","(1.2247945352161433, 273.79060938916604)","(2.1258503401360542, 436.7749993190052)",3.3017141031772055,0.28915528324634754
fight,"(208, 281)","(1.3934788125213606, 268.5254053624513)","(2.391581632653061, 516.1886355588243)",3.1743805849816495,0.43102443878666685
stay,"(217, 281)","(1.5108243967336856, 281.16189502656664)","(1.4615221088435373, 277.94772683936696)",3.132239518208654,-0.00578190080285601
poor,"(197, 281)","(1.3641424164682794, 280.10885422122374)","(1.4615221088435373, 297.8011358993217)",3.228421237711732,0.0315705874180805
content,"(196, 280)","(1.37881061449482, 278.0027726105378)","(1.0629251700680271, 317.6545449592765)",3.233481977257563,0.07119477070529778
domest,"(170, 279)","(1.2321286342294135, 289.58622146931026)","(0.2657312925170068, 79.41363623981913)",3.37494501051809,-0.8675967295333507
18,"(208, 279)","(1.37881061449482, 269.57844616779425)","(2.657312925170068, 456.62840837896)",3.1743805849816495,0.33365053543743106
9,"(169, 278)","(1.1661217431099806, 281.16189502656664)","(1.328656462585034, 218.3874996595026)",3.3808066920144215,-0.14274102495508612
photo,"(185, 278)","(0.5793938220483552, 155.85003919075606)","(14.08375850340136, 2580.9431777941218)",3.2909090277680324,0.9999996506808528
choic,"(178, 278)","(1.239462733242684, 279.0558134158808)","(1.1957908163265305, 258.09431777941217)",3.3292488823495714,-0.04058590167836962
take,"(228, 278)","(1.5768312878531185, 278.0027726105378)","(1.727253401360544, 277.94772683936696)",3.0830346019567876,-9.90218045976432e-05
room,"(163, 277)","(1.0634443569241963, 269.57844616779425)","(2.391581632653061, 416.9215902590504)",3.416717193320192,0.26667828033128127
spirit,"(129, 277)","(0.8580895845526273, 268.5254053624513)","(1.5943877551020407, 436.7749993190052)",3.648889805897778,0.3034220034302555
truli,"(218, 276)","(1.518158495746956, 272.7375685838231)","(1.4615221088435373, 337.5079540192313)",3.127664944814817,0.11818629037261719
text,"(138, 276)","(0.9827692677782227, 286.4270990532814)","(0.5314625850340136, 79.41363623981913)",3.5820000924868403,-0.86259264246847
fail,"(212, 276)","(1.4888220996938748, 281.16189502656664)","(1.1957908163265305, 178.68068153959302)",3.155431652311666,-0.2791610138168994
paper,"(175, 275)","(1.2687991292957652, 287.48013985862434)","(0.2657312925170068, 39.70681811990956)",3.346141175914077,-0.9961081496641143
base,"(182, 275)","(1.3201378223886575, 287.48013985862434)","(0.2657312925170068, 39.70681811990956)",3.3071607397357723,-0.9961081496641143
conserv,"(176, 274)","(1.1147830500170886, 252.72979328230713)","(3.1887755102040813, 675.0159080384626)",3.3404786466274494,0.6833914531543643
nor,"(200, 274)","(1.4154811095611717, 281.16189502656664)","(0.9300595238095237, 138.97386341968348)",3.213390894637631,-0.47116284180602086
agenda,"(177, 274)","(1.2541309312692246, 276.94973180519486)","(0.7971938775510203, 218.3874996595026)",3.3348480011206214,-0.13328100519125463
whom,"(209, 274)","(1.4301493075877123, 273.79060938916604)","(1.8601190476190474, 277.94772683936696)",3.1696095835652827,0.007591636535563495
centuri,"(172, 274)","(1.1807899411365215, 274.843650194509)","(1.4615221088435373, 258.09431777941217)",3.363323729234074,-0.03243670123816811
whatev,"(217, 274)","(1.444817505614253, 261.1541197250507)","(2.657312925170068, 516.1886355588243)",3.132239518208654,0.4528530378778848
seri,"(199, 273)","(1.3714765154815496, 255.88891569833595)","(1.5943877551020407, 595.6022717986434)",3.21837594982655,0.5808805656846416
includ,"(235, 273)","(1.6868427730521733, 281.16189502656664)","(0.664328231292517, 119.12045435972868)",3.05293774732477,-0.5916220496648383
chart,"(137, 272)","(1.0047715648180338, 286.4270990532814)","(0.0, 0.0)",3.589215131000991,-1.0
clearli,"(205, 272)","(1.4154811095611717, 270.6314869731372)","(1.5943877551020407, 297.8011358993217)",3.188831703519824,0.050154644388632486
highli,"(229, 272)","(1.6281699809460108, 279.0558134158808)","(0.9300595238095237, 138.97386341968348)",3.078679194374917,-0.4652466847203466
target,"(185, 272)","(1.356808317455009, 286.4270990532814)","(0.0, 0.0)",3.2909090277680324,-1.0
previou,"(217, 271)","(1.4594857036407936, 263.26020133573655)","(2.391581632653061, 416.9215902590504)",3.132239518208654,0.2838303922571148
necessari,"(219, 271)","(1.5548289908133077, 278.0027726105378)","(0.9300595238095237, 138.97386341968348)",3.1231112028838215,-0.46227289395304205
tuesday,"(198, 271)","(1.312803723375387, 256.9419565036789)","(2.5244472789115644, 536.0420446187791)",3.223385980346087,0.49534525915695116
eventu,"(211, 270)","(1.496156198707145, 276.94973180519486)","(0.9300595238095237, 138.97386341968348)",3.1601353298456005,-0.45928866848238237
crime,"(158, 270)","(1.1294512480436292, 280.10885422122374)","(0.5314625850340136, 79.41363623981913)",3.4476602560724965,-0.8520554145636284
lack,"(214, 270)","(1.4888220996938748, 269.57844616779425)","(1.4615221088435373, 277.94772683936696)",3.146090155142553,0.015521657300815006
region,"(172, 270)","(1.217460436202873, 271.6845277784802)","(0.7971938775510203, 238.24090871945737)",3.363323729234074,-0.0700736238656754
cover,"(204, 269)","(1.4521516046275231, 269.57844616779425)","(0.7971938775510203, 258.09431777941217)",3.1936955263379025,-0.022244259568529157
drug,"(95, 269)","(0.6600689111943288, 271.6845277784802)","(0.664328231292517, 218.3874996595026)",3.9518038754399907,-0.12142193567384274
goal,"(200, 269)","(1.3861447135080902, 268.5254053624513)","(1.4615221088435373, 277.94772683936696)",3.213390894637631,0.017542762511386645
particular,"(217, 269)","(1.4741539016673342, 263.26020133573655)","(2.1258503401360542, 377.21477213914085)",3.132239518208654,0.21311237062981614
youll,"(183, 269)","(1.2981355253488465, 275.89669099985196)","(0.7971938775510203, 138.97386341968348)",3.3017141031772055,-0.4562940394100835
particularli,"(210, 269)","(1.5034902977204154, 278.0027726105378)","(0.664328231292517, 99.26704529977391)",3.1648612365619626,-0.7164328466097035
prepar,"(155, 268)","(1.0927807529772775, 275.89669099985196)","(0.7971938775510203, 119.12045435972868)",3.466696363894851,-0.5770692907568713
condit,"(172, 268)","(1.2321286342294135, 272.7375685838231)","(0.5314625850340136, 178.68068153959302)",3.363323729234074,-0.2572845271045415
enforc,"(164, 267)","(1.1881240401497917, 278.0027726105378)","(0.2657312925170068, 59.56022717986434)",3.4106418404901553,-0.9501960491922794
address,"(193, 267)","(1.2687991292957652, 251.67675247696417)","(2.657312925170068, 555.8954536787339)",3.2488197012412727,0.5401616308290971
vega,"(118, 266)","(0.8580895845526273, 279.0558134158808)","(0.1328656462585034, 19.85340905995478)",3.737229715054983,-0.9999957247516895
benefit,"(163, 265)","(1.1661217431099806, 274.843650194509)","(0.5314625850340136, 79.41363623981913)",3.416717193320192,-0.8427116217527701
studi,"(161, 265)","(1.1587876440967104, 274.843650194509)","(0.39859693877551017, 79.41363623981913)",3.428979762674607,-0.8427116217527701
juli,"(180, 265)","(1.1807899411365215, 254.83587489299302)","(2.5244472789115644, 456.62840837896)",3.3181438265268697,0.37645810288905523
view,"(180, 264)","(0.9754351687649524, 177.96389610295793)","(6.244685374149659, 1886.0738606957043)",3.3181438265268697,0.9998642900755177
good,"(118, 263)","(0.8654236835658976, 276.94973180519486)","(0.0, 0.0)",3.737229715054983,-1.0
friday,"(181, 262)","(1.173455842123251, 250.6237116716212)","(2.790178571428571, 476.48181743891473)",3.3126372046826753,0.4223855523182223
popular,"(196, 262)","(1.312803723375387, 254.83587489299302)","(2.2587159863945576, 397.06818119909565)",3.233481977257563,0.2720408759195978
11,"(201, 262)","(1.3421401194284683, 251.67675247696417)","(2.391581632653061, 456.62840837896)",3.208430567006662,0.38606916459705976
give,"(221, 262)","(1.4888220996938748, 251.67675247696417)","(2.391581632653061, 456.62840837896)",3.1140654605158558,0.38606916459705976
kingdom,"(122, 262)","(0.8360872875128164, 261.1541197250507)","(1.0629251700680271, 277.94772683936696)",3.70419615822583,0.03214159990608367
liberti,"(140, 262)","(0.9094282776455196, 251.67675247696417)","(2.1258503401360542, 456.62840837896)",3.5677243325574692,0.38606916459705976
break,"(211, 261)","(1.4888220996938748, 263.26020133573655)","(1.0629251700680271, 218.3874996595026)",3.1601353298456005,-0.10237649067380539
limit,"(210, 261)","(1.4814880006806044, 266.41932375176543)","(1.0629251700680271, 158.82727247963825)",3.1648612365619626,-0.32632322592635177
planet,"(134, 261)","(0.9607669707384118, 268.5254053624513)","(0.39859693877551017, 119.12045435972868)",3.611177946450084,-0.5560639309123044
dc,"(169, 258)","(1.0707784559374667, 244.30546683956354)","(3.055909863945578, 516.1886355588243)",3.3808066920144215,0.5053320481909989
save,"(197, 258)","(1.3421401194284683, 253.78283408765006)","(1.8601190476190474, 337.5079540192313)",3.228421237711732,0.1634742377762919
counsel,"(125, 258)","(0.8800918815924383, 264.3132421410795)","(0.664328231292517, 138.97386341968348)",3.6801179484453637,-0.4226761988886276
directli,"(223, 257)","(1.540160792786767, 254.83587489299302)","(1.727253401360544, 297.8011358993217)",3.1051008106093563,0.08410074214494268
opportun,"(211, 257)","(1.4594857036407936, 255.88891569833595)","(1.5943877551020407, 277.94772683936696)",3.1601353298456005,0.043075646449106886
previous,"(216, 257)","(1.4888220996938748, 256.9419565036789)","(1.727253401360544, 258.09431777941217)",3.136835114531991,0.0022424507072122957
wasnt,"(193, 257)","(1.3274719214019277, 250.6237116716212)","(1.5943877551020407, 377.21477213914085)",3.2488197012412727,0.2473161163529547
2014,"(184, 257)","(1.2614650302824948, 257.99499730902187)","(1.5943877551020407, 238.24090871945737)",3.2962969718367856,-0.041434484950887085
40,"(174, 256)","(1.2027922381763323, 257.99499730902187)","(1.328656462585034, 218.3874996595026)",3.351835952124431,-0.09043394707894592
firm,"(175, 255)","(1.2321286342294135, 261.1541197250507)","(0.9300595238095237, 138.97386341968348)",3.346141175914077,-0.41329622815470857
rang,"(182, 255)","(1.2908014263355763, 262.20716053039365)","(0.7971938775510203, 119.12045435972868)",3.3071607397357723,-0.5374740371035949
felt,"(154, 254)","(0.9460987727118711, 239.04026281284882)","(3.3216411564625847, 536.0420446187791)",3.473123121233744,0.5519893963531233
woman,"(159, 254)","(0.9387646736986008, 226.40377314873345)","(4.118835034013605, 774.2829533382364)",3.4413945714135683,0.8366675969536184
unless,"(223, 254)","(1.540160792786767, 252.72979328230713)","(1.727253401360544, 277.94772683936696)",3.1051008106093563,0.04984974375223317
ye,"(187, 254)","(1.3054696243621169, 252.72979328230713)","(1.1957908163265305, 277.94772683936696)",3.2802194551092527,0.04984974375223317
theori,"(154, 253)","(1.1221171490303588, 265.3662829464225)","(0.1328656462585034, 19.85340905995478)",3.473123121233744,-0.99999148039028
gun,"(116, 253)","(0.850755485539357, 266.41932375176543)","(0.0, 0.0)",3.754164920812566,-1.0
rose,"(142, 253)","(0.9974374658047633, 257.99499730902187)","(0.7971938775510203, 158.82727247963825)",3.553649504853832,-0.3024256850513434
built,"(168, 251)","(1.2027922381763323, 260.10107891970773)","(0.5314625850340136, 79.41363623981913)",3.386702935511703,-0.8136161470760165
disast,"(127, 251)","(0.9240964756720602, 263.26020133573655)","(0.1328656462585034, 19.85340905995478)",3.664381982513549,-0.9999905269429785
michael,"(156, 250)","(1.0854466539640073, 250.6237116716212)","(1.0629251700680271, 238.24090871945737)",3.460310646154662,-0.02598213734847543
regard,"(183, 249)","(1.2614650302824948, 248.51763006093532)","(1.4615221088435373, 258.09431777941217)",3.3017141031772055,0.019265238455790312
trust,"(171, 249)","(1.1587876440967104, 246.41154845024943)","(1.727253401360544, 297.8011358993217)",3.369117488198744,0.10389962097799965
8,"(203, 249)","(1.4301493075877123, 251.67675247696417)","(1.0629251700680271, 198.53409059954782)",3.1985831216004383,-0.1330441857783764
net,"(128, 249)","(0.9167623766587899, 257.99499730902187)","(0.39859693877551017, 79.41363623981913)",3.6566058935636407,-0.8090852000609644
scientist,"(132, 249)","(0.9167623766587899, 244.30546683956354)","(0.9300595238095237, 337.5079540192313)",3.6260924660151717,0.18846957180740875
reserv,"(143, 249)","(1.0414420598843852, 261.1541197250507)","(0.1328656462585034, 19.85340905995478)",3.5466856884107614,-0.999989466793962
wednesday,"(185, 249)","(1.239462733242684, 240.09330361819175)","(2.1258503401360542, 416.9215902590504)",3.2909090277680324,0.3524592710054886
perfect,"(165, 248)","(1.1294512480436292, 233.77505878613408)","(1.4615221088435373, 516.1886355588243)",3.4046031747969883,0.5399099246548071
altern,"(182, 248)","(1.2761332283090354, 246.41154845024943)","(1.0629251700680271, 277.94772683936696)",3.3071607397357723,0.06390366820225979
knowledg,"(208, 248)","(1.4081470105479013, 244.30546683956354)","(2.1258503401360542, 317.6545449592765)",3.1743805849816495,0.14899997961665878
minut,"(154, 247)","(1.0634443569241963, 248.51763006093532)","(1.1957908163265305, 218.3874996595026)",3.473123121233744,-0.06887396950975921
marijuana,"(43, 247)","(0.3153662575706237, 260.10107891970773)","(0.0, 0.0)",4.730733408963437,-1.0
sex,"(87, 247)","(0.5280551289554629, 233.77505878613408)","(1.9929846938775508, 496.33522649886953)",4.038720658474103,0.5091382867716008
pass,"(192, 246)","(1.3641424164682794, 247.4645892555924)","(0.7971938775510203, 218.3874996595026)",3.2539850019817687,-0.06647406657413868
sold,"(166, 245)","(1.173455842123251, 250.6237116716212)","(0.7971938775510203, 138.97386341968348)",3.3986007558148894,-0.38139721646140123
sometim,"(186, 245)","(1.2321286342294135, 235.88114039681997)","(2.391581632653061, 416.9215902590504)",3.2855499581361935,0.3659627654446693
13,"(185, 245)","(1.2908014263355763, 243.2524260342206)","(1.1957908163265305, 277.94772683936696)",3.2909090277680324,0.07119477070529778
gain,"(143, 244)","(1.0414420598843852, 255.88891569833595)","(0.1328656462585034, 19.85340905995478)",3.5466856884107614,-0.9999862679135084
london,"(115, 244)","(0.7847485944199242, 243.2524260342206)","(1.0629251700680271, 258.09431777941217)",3.7627413027123917,0.030497720639006465
idea,"(147, 244)","(1.0414420598843852, 248.51763006093532)","(0.664328231292517, 158.82727247963825)",3.519305470142484,-0.27508039784744376
seek,"(192, 243)","(1.312803723375387, 240.09330361819175)","(1.727253401360544, 297.8011358993217)",3.2539850019817687,0.1196026866208526
met,"(184, 243)","(1.2247945352161433, 233.77505878613408)","(2.2587159863945576, 416.9215902590504)",3.2962969718367856,0.3728380250614298
sun,"(103, 242)","(0.7260758023137616, 248.51763006093532)","(0.5314625850340136, 119.12045435972868)",3.8718412157953144,-0.49535800821407605
purpos,"(179, 242)","(1.2541309312692246, 245.3585076449065)","(1.0629251700680271, 178.68068153959302)",3.323680939234327,-0.18444827937811836
colleg,"(150, 242)","(0.990103366791493, 233.77505878613408)","(1.9929846938775508, 397.06818119909565)",3.4992513221375434,0.335712598526815
peter,"(142, 242)","(0.9534328717251415, 236.93418120216293)","(1.5943877551020407, 337.5079540192313)",3.553649504853832,0.2091094542082952
7,"(180, 241)","(1.2321286342294135, 237.98722200750586)","(1.5943877551020407, 297.8011358993217)",3.3181438265268697,0.125008874844593
train,"(151, 241)","(1.0487761588976556, 239.04026281284882)","(1.0629251700680271, 277.94772683936696)",3.49265499215099,0.08120346345418428
dark,"(151, 241)","(1.0561102579109258, 246.41154845024943)","(0.9300595238095237, 138.97386341968348)",3.49265499215099,-0.368372852309245
terrorist,"(136, 241)","(0.9607669707384118, 244.30546683956354)","(0.664328231292517, 178.68068153959302)",3.5964826048479686,-0.18160027884307495
languag,"(132, 240)","(0.8727577825791679, 232.72201798079112)","(1.727253401360544, 377.21477213914085)",3.6260924660151717,0.3008379298668673
easili,"(195, 240)","(1.3714765154815496, 244.30546683956354)","(1.0629251700680271, 158.82727247963825)",3.238568458213937,-0.26277943738939924
heavi,"(142, 239)","(1.0047715648180338, 246.41154845024943)","(0.664328231292517, 99.26704529977391)",3.553649504853832,-0.6298423845963195
section,"(144, 239)","(1.0414420598843852, 242.19938522887765)","(0.2657312925170068, 178.68068153959302)",3.5397700315260954,-0.17589517339929028
institut,"(173, 238)","(1.173455842123251, 231.6689771754482)","(1.727253401360544, 357.36136307918605)",3.3575633446420943,0.26481159348792316
call,"(205, 238)","(1.3421401194284683, 223.24465073270463)","(2.9230442176870746, 516.1886355588243)",3.188831703519824,0.5757656499242332
senior,"(167, 238)","(1.0927807529772775, 229.5628955647623)","(2.391581632653061, 397.06818119909565)",3.3926341510016678,0.34946594838462697
behavior,"(153, 238)","(1.0634443569241963, 236.93418120216293)","(1.0629251700680271, 258.09431777941217)",3.4795914490901674,0.04462438336093122
visit,"(189, 238)","(1.2981355253488465, 228.50985475941934)","(1.5943877551020407, 416.9215902590504)",3.269642941921854,0.3903914000330051
syria,"(120, 237)","(0.8360872875128164, 217.9794467059899)","(0.7971938775510203, 595.6022717986434)",3.720576540857191,0.6994327115255221
spread,"(171, 237)","(1.2101263371896027, 243.2524260342206)","(0.7971938775510203, 119.12045435972868)",3.369117488198744,-0.47849882063973515
ill,"(152, 236)","(1.0707784559374667, 242.19938522887765)","(0.7971938775510203, 119.12045435972868)",3.4861018887525996,-0.47508357605969886
san,"(126, 236)","(0.8727577825791679, 239.04026281284882)","(0.9300595238095237, 178.68068153959302)",3.672219013220829,-0.1673154276102694
healthcar,"(81, 236)","(0.5720597230350849, 244.30546683956354)","(0.39859693877551017, 79.41363623981913)",4.1092551749578545,-0.7771696769288694
chanc,"(196, 236)","(1.3494742184417388, 234.828099591477)","(1.5943877551020407, 258.09431777941217)",3.233481977257563,0.04949834450193058
battl,"(153, 236)","(1.0194397628445744, 232.72201798079112)","(1.8601190476190474, 297.8011358993217)",3.4795914490901674,0.13891746991816367
elit,"(147, 235)","(1.0414420598843852, 242.19938522887765)","(0.664328231292517, 99.26704529977391)",3.519305470142484,-0.6168712211009464
tv,"(147, 235)","(1.0047715648180338, 222.19160992736167)","(1.328656462585034, 476.48181743891473)",3.519305470142484,0.5169964331765637
reform,"(123, 235)","(0.894760079618979, 246.41154845024943)","(0.1328656462585034, 19.85340905995478)",3.696105499205676,-0.999977866368892
die,"(150, 235)","(1.012105663831304, 231.6689771754482)","(1.5943877551020407, 297.8011358993217)",3.4992513221375434,0.14176846576088709
loss,"(178, 235)","(1.2687991292957652, 240.09330361819175)","(0.664328231292517, 138.97386341968348)",3.3292488823495714,-0.34856327870532156
equiti,"(102, 234)","(0.7480780993535725, 246.41154845024943)","(0.0, 0.0)",3.881493800393323,-1.0
insur,"(109, 234)","(0.7700803963933835, 231.6689771754482)","(0.5314625850340136, 277.94772683936696)",3.815804147687603,0.09955037074579387
hawaii,"(63, 234)","(0.44004594079621917, 235.88114039681997)","(0.39859693877551017, 198.53409059954782)",4.356748827489613,-0.09378063238279355
gdp,"(94, 234)","(0.68940530724741, 246.41154845024943)","(0.0, 0.0)",3.962264221864893,-1.0
risk,"(135, 234)","(0.9681010697516821, 243.2524260342206)","(0.39859693877551017, 59.56022717986434)",3.6038032817588173,-0.912467716978141
treasuri,"(119, 234)","(0.8727577825791679, 246.41154845024943)","(0.0, 0.0)",3.7288684623302997,-1.0
cryptocurr,"(80, 233)","(0.5793938220483552, 244.30546683956354)","(0.1328656462585034, 19.85340905995478)",4.12151023029487,-0.9999753893667971
17,"(198, 233)","(1.3861447135080902, 234.828099591477)","(1.1957908163265305, 198.53409059954782)",3.223385980346087,-0.09115126851323652
sea,"(138, 233)","(0.990103366791493, 236.93418120216293)","(0.39859693877551017, 158.82727247963825)",3.5820000924868403,-0.24104786889645724
book,"(171, 232)","(1.1367853470568994, 225.35073234339052)","(2.1258503401360542, 357.36136307918605)",3.369117488198744,0.2848021330702424
king,"(141, 232)","(0.9827692677782227, 228.50985475941934)","(0.9300595238095237, 297.8011358993217)",3.5606621563131826,0.15046436203946056
relationship,"(181, 232)","(1.1807899411365215, 212.71424267927515)","(2.657312925170068, 595.6022717986434)",3.3126372046826753,0.7163006082528485
soviet,"(98, 231)","(0.7040735052739506, 237.98722200750586)","(0.2657312925170068, 99.26704529977391)",3.9210637500802954,-0.6035560809462341
subject,"(166, 230)","(1.1661217431099806, 232.72201798079112)","(0.9300595238095237, 178.68068153959302)",3.3986007558148894,-0.1500809215461255
produc,"(169, 230)","(1.1881240401497917, 234.828099591477)","(0.9300595238095237, 138.97386341968348)",3.3808066920144215,-0.3318130608221519
solar,"(84, 230)","(0.6160643171147068, 242.19938522887765)","(0.0, 0.0)",4.073366155836909,-1.0
show,"(190, 230)","(1.3201378223886575, 227.4568139540764)","(1.328656462585034, 277.94772683936696)",3.26439634017001,0.11053658788894793
store,"(141, 230)","(1.012105663831304, 239.04026281284882)","(0.39859693877551017, 59.56022717986434)",3.5606621563131826,-0.9063535409395088
longterm,"(145, 230)","(1.0414420598843852, 239.04026281284882)","(0.39859693877551017, 59.56022717986434)",3.5329018726595836,-0.9063535409395088
500,"(138, 229)","(0.9974374658047633, 239.04026281284882)","(0.2657312925170068, 39.70681811990956)",3.5820000924868403,-0.9868793266728578
win,"(162, 229)","(1.1294512480436292, 230.61593637010523)","(1.0629251700680271, 198.53409059954782)",3.422829681789269,-0.0806214591309411
vs,"(89, 229)","(0.6307325151412474, 236.93418120216293)","(0.39859693877551017, 79.41363623981913)",4.0162730268019455,-0.7581171721832494
awar,"(192, 229)","(1.3421401194284683, 229.5628955647623)","(1.1957908163265305, 218.3874996595026)",3.2539850019817687,-0.025580580154933474
threat,"(162, 229)","(1.1441194460701698, 233.77505878613408)","(0.7971938775510203, 138.97386341968348)",3.422829681789269,-0.3284373320325328
describ,"(190, 229)","(1.3348060204151981, 232.72201798079112)","(1.0629251700680271, 158.82727247963825)",3.26439634017001,-0.22851882650544475
push,"(183, 229)","(1.2908014263355763, 231.6689771754482)","(0.9300595238095237, 178.68068153959302)",3.3017141031772055,-0.14719931666449337
flu,"(38, 228)","(0.2713616634910018, 239.04026281284882)","(0.1328656462585034, 19.85340905995478)",4.851070724424917,-0.9999679153127631
messiah,"(36, 228)","(0.26402756447773146, 240.09330361819175)","(0.0, 0.0)",4.903576221802848,-1.0
22,"(161, 228)","(1.1147830500170886, 226.40377314873345)","(1.1957908163265305, 258.09431777941217)",3.428979762674607,0.06987274037775437
forecast,"(96, 227)","(0.7040735052739506, 239.04026281284882)","(0.0, 0.0)",3.9414518161189585,-1.0
spiritu,"(125, 227)","(0.7407440003403022, 200.0777530151598)","(3.1887755102040813, 734.576135218327)",3.6801179484453637,0.870642015878476
film,"(83, 227)","(0.49138463388911136, 152.6909167747272)","(2.1258503401360542, 1627.979542916292)",4.085186624437335,0.9998726847624069
budget,"(127, 227)","(0.894760079618979, 233.77505878613408)","(0.664328231292517, 99.26704529977391)",3.664381982513549,-0.5898955628270335
june,"(149, 226)","(1.0267738618578446, 226.40377314873345)","(1.1957908163265305, 218.3874996595026)",3.505891452776821,-0.018351264480973017
india,"(107, 226)","(0.7554121983668428, 222.19160992736167)","(0.5314625850340136, 297.8011358993217)",3.8341364667710747,0.168521806804655
judg,"(132, 225)","(0.8360872875128164, 199.02471220981684)","(2.391581632653061, 714.7227261583721)",3.6260924660151717,0.8605764914466063
16,"(176, 225)","(1.1661217431099806, 216.92640590064693)","(2.2587159863945576, 377.21477213914085)",3.3404786466274494,0.35351345364417197
headlin,"(201, 225)","(1.4521516046275231, 231.6689771754482)","(0.39859693877551017, 99.26704529977391)",3.208430567006662,-0.5829355024940124
reach,"(192, 225)","(1.3641424164682794, 229.5628955647623)","(0.7971938775510203, 138.97386341968348)",3.2539850019817687,-0.3148509667520675
increasingli,"(175, 225)","(1.217460436202873, 227.4568139540764)","(1.1957908163265305, 178.68068153959302)",3.346141175914077,-0.13564835797189534
iraq,"(102, 224)","(0.7334099013270319, 233.77505878613408)","(0.2657312925170068, 39.70681811990956)",3.881493800393323,-0.9850327972717229
arent,"(188, 224)","(1.3348060204151981, 228.50985475941934)","(0.7971938775510203, 138.97386341968348)",3.2749172157518256,-0.3114338491017721
music,"(89, 224)","(0.6013961190881661, 208.50207945790336)","(0.9300595238095237, 516.1886355588243)",4.0162730268019455,0.6278444791733198
georg,"(159, 224)","(1.1074489510038181, 225.35073234339052)","(1.0629251700680271, 198.53409059954782)",3.4413945714135683,-0.06743412161383588
sort,"(157, 224)","(1.0854466539640073, 222.19160992736167)","(1.1957908163265305, 258.09431777941217)",3.4539654472008112,0.08061689272506878
jone,"(119, 223)","(0.8654236835658976, 233.77505878613408)","(0.1328656462585034, 19.85340905995478)",3.7288684623302997,-0.9999581714952926
usa,"(112, 223)","(0.7700803963933835, 225.35073234339052)","(0.9300595238095237, 178.68068153959302)",3.788920808294163,-0.1298588156233007
launch,"(129, 222)","(0.9240964756720602, 230.61593637010523)","(0.39859693877551017, 59.56022717986434)",3.648889805897778,-0.8928874750680011
pretti,"(183, 222)","(1.3201378223886575, 230.61593637010523)","(0.39859693877551017, 59.56022717986434)",3.3017141031772055,-0.8928874750680011
immigr,"(84, 222)","(0.5427233269820037, 216.92640590064693)","(1.328656462585034, 317.6545449592765)",4.073366155836909,0.22808763871283588
session,"(114, 221)","(0.7994167924464648, 225.35073234339052)","(0.664328231292517, 138.97386341968348)",3.7713918756884004,-0.30113433755471675
professor,"(147, 221)","(0.9681010697516821, 213.7672834846181)","(1.9929846938775508, 357.36136307918605)",3.519305470142484,0.323781235303765
staff,"(163, 221)","(1.1367853470568994, 223.24465073270463)","(1.0629251700680271, 178.68068153959302)",3.416717193320192,-0.12406040496738024
conspiraci,"(123, 221)","(0.9020941786322493, 232.72201798079112)","(0.0, 0.0)",3.696105499205676,-1.0
congression,"(151, 220)","(1.0927807529772775, 229.5628955647623)","(0.2657312925170068, 39.70681811990956)",3.49265499215099,-0.9833717048026209
monday,"(168, 220)","(1.0487761588976556, 204.28991623653158)","(3.3216411564625847, 516.1886355588243)",3.386702935511703,0.643059298756048
normal,"(160, 220)","(1.1221171490303588, 220.08552831667578)","(0.9300595238095237, 218.3874996595026)",3.4351679012333087,-0.0038876311723452517
sanction,"(96, 220)","(0.6967394062606803, 229.5628955647623)","(0.1328656462585034, 39.70681811990956)",3.9414518161189585,-0.9833717048026209
strike,"(131, 219)","(0.9460987727118711, 227.4568139540764)","(0.2657312925170068, 59.56022717986434)",3.633633979887958,-0.8873813180119404
climat,"(100, 218)","(0.7040735052739506, 222.19160992736167)","(0.5314625850340136, 138.97386341968348)",3.9010830653898116,-0.29076408349854344
collus,"(101, 217)","(0.7334099013270319, 227.4568139540764)","(0.1328656462585034, 19.85340905995478)",3.8912404662456175,-0.9999424982700654
opposit,"(160, 217)","(1.0781125549507369, 206.39599784721747)","(1.727253401360544, 416.9215902590504)",3.4351679012333087,0.46994835977583893
coupl,"(175, 217)","(1.1881240401497917, 211.6612018739322)","(1.727253401360544, 317.6545449592765)",3.346141175914077,0.24528000785670678
alert,"(103, 217)","(0.7480780993535725, 227.4568139540764)","(0.1328656462585034, 19.85340905995478)",3.8718412157953144,-0.9999424982700654
lose,"(172, 216)","(1.2101263371896027, 212.71424267927515)","(0.9300595238095237, 277.94772683936696)",3.363323729234074,0.15214541235895873
ultim,"(181, 216)","(1.2247945352161433, 212.71424267927515)","(1.8601190476190474, 277.94772683936696)",3.3126372046826753,0.15214541235895873
wife,"(140, 216)","(0.8434213865260867, 174.80477368692908)","(3.3216411564625847, 992.6704529977391)",3.5677243325574692,0.981589577401573
comey,"(72, 216)","(0.5280551289554629, 227.4568139540764)","(0.0, 0.0)",4.225364824660505,-1.0
suppos,"(179, 216)","(1.2687991292957652, 219.03248751133282)","(0.7971938775510203, 158.82727247963825)",3.323680939234327,-0.18729318573699338
23,"(172, 215)","(1.1881240401497917, 212.71424267927515)","(1.328656462585034, 258.09431777941217)",3.363323729234074,0.106266365369174
joe,"(191, 215)","(1.3714765154815496, 220.08552831667578)","(0.5314625850340136, 119.12045435972868)",3.2591771216417267,-0.4001218737304565
